genome	name1	name2	coverage_overlap	compared_bases_count	consensus_SNPs	population_SNPs	popANI	conANI	percent_compared
MAG048	i21SM06.sorted.bam	i28S3.sorted.bam	0.5528515352479334	798885	37319	14243	0.9821714013906883	0.9532861425611947	0.4078965641893893
MAG048	i21SM06.sorted.bam	i28SM06.sorted.bam	0.680644034811793	974902	28418	3058	0.9968632744624588	0.9708504034251648	0.4977677340560456
MAG048	i21SM06.sorted.bam	i32S3.sorted.bam	0.5265801569992595	726211	32486	11447	0.9842373635210703	0.9552664446008116	0.37079050398560565
MAG048	i23SM06.sorted.bam	i28S3.sorted.bam	0.5928013394313071	899922	42271	15508	0.9827673953964899	0.9530281513286707	0.4594842710007618
MAG048	i23SM06.sorted.bam	i28SM06.sorted.bam	0.6860096287389954	1040988	30854	3365	0.9967674939576633	0.9703608495006667	0.5315100778740168
MAG048	i23SM06.sorted.bam	i32S3.sorted.bam	0.5314896547651184	788355	35624	13045	0.9834528860728986	0.9548122356045182	0.4025201322612466
MAG048	i28S3.sorted.bam	i28SM06.sorted.bam	0.5973598210689045	877583	38717	12978	0.9852116551938677	0.9558822356403895	0.4480783723452272
MAG048	i28S3.sorted.bam	i32S3.sorted.bam	0.558959645749943	746567	39852	23191	0.9689364785745954	0.9466196603921684	0.3811839178820228
MAG048	i28SM06.sorted.bam	i32S3.sorted.bam	0.5661133697499248	800098	33411	10941	0.9863254251354209	0.9582413654327345	0.4085159005549009
MAG049	i02SM12.sorted.bam	i07S3.sorted.bam	0.7774740338954671	4653386	26458	25040	0.9946189720775367	0.9943142477327263	0.7575123099783427
MAG049	i02SM12.sorted.bam	i07SM06.sorted.bam	0.7636106809189095	4503703	25743	24182	0.994630640608406	0.9942840369358281	0.7331458131748348
MAG049	i02SM12.sorted.bam	i32SM06.sorted.bam	0.8185243550927364	4437133	28108	26246	0.9940849192485328	0.9936652789087007	0.7223090602221982
MAG049	i07S3.sorted.bam	i07SM06.sorted.bam	0.9630721162507611	5912713	545	0	1.0	0.9999078257307601	0.9625147973688357
MAG049	i07S3.sorted.bam	i32SM06.sorted.bam	0.8893257170946361	5323165	32361	31771	0.9940315582928577	0.9939207219764933	0.8665438490479546
MAG049	i07SM06.sorted.bam	i32SM06.sorted.bam	0.8601572112806936	5126355	31163	30539	0.9940427457716058	0.9939210218566603	0.8345056734642318
MAG050	i07S3.sorted.bam	i18S3.sorted.bam	0.9239906122581466	3528987	51891	51388	0.9854383141677767	0.9852957803471648	0.9071092539879281
MAG050	i07S3.sorted.bam	i18SM06.sorted.bam	0.9215022063622058	3509446	51594	51090	0.9854421467091957	0.985298534298576	0.9020863332653021
MAG050	i07S3.sorted.bam	i18SM12.sorted.bam	0.9244822164112417	3528022	51866	51381	0.9854363153064238	0.9852988445083393	0.9068612053467463
MAG050	i18S3.sorted.bam	i18SM06.sorted.bam	0.9919531355542717	3858558	122	23	0.9999940392239796	0.9999683819706741	0.9918239055142883
MAG050	i18S3.sorted.bam	i18SM12.sorted.bam	0.9988788662503982	3885697	109	0	1.0	0.9999719484046234	0.9987998558490384
MAG050	i18SM06.sorted.bam	i18SM12.sorted.bam	0.9923481746772809	3857208	133	0	1.0	0.9999655191008626	0.9914768944618578
MAG051	i02S3.sorted.bam	i07SM01.sorted.bam	0.7562114411136058	1424293	13901	13407	0.9905869087329644	0.9902400699855999	0.6999361144828468
MAG051	i02S3.sorted.bam	i07SM06.sorted.bam	0.672714420993174	1163381	12172	9515	0.9918212520231979	0.9895373914478576	0.5717168987021412
MAG051	i02S3.sorted.bam	i16SM01.sorted.bam	0.7658972469713402	1393913	12201	10594	0.9923998126138431	0.99124694295842	0.6850065605511846
MAG051	i02S3.sorted.bam	i18S3.sorted.bam	0.7369052679292641	1475767	12366	12132	0.991779190075398	0.9916206284596417	0.7252318307132081
MAG051	i02S3.sorted.bam	i18SM01.sorted.bam	0.7368885757790187	1475767	12361	12133	0.9917785124616555	0.9916240165283544	0.7252318307132081
MAG051	i02S3.sorted.bam	i18SM06.sorted.bam	0.7368963553288871	1475767	12353	12063	0.9918259454236339	0.9916294374382948	0.7252318307132081
MAG051	i02S3.sorted.bam	i18SM12.sorted.bam	0.535694230496853	932849	9003	7691	0.9917553644802106	0.9903489203504533	0.4584272368530977
MAG051	i02S3.sorted.bam	i19SM12.sorted.bam	0.7767660639471645	1453176	13820	12669	0.9912818543658855	0.9904897961430686	0.7141300021131364
MAG051	i02S3.sorted.bam	i22SM01.sorted.bam	0.756029213281901	1423260	13799	13292	0.990660877141211	0.9903046526987339	0.6994284703350058
MAG051	i02S3.sorted.bam	i22SM06.sorted.bam	0.7565376968298781	1416144	13065	12764	0.9909867923036075	0.9907742432972918	0.6959314754114473
MAG051	i02S3.sorted.bam	i22SM12.sorted.bam	0.7690734294793616	1447064	14283	13424	0.9907232852175163	0.9901296694548409	0.711126399952823
MAG051	i02S3.sorted.bam	i23S2.sorted.bam	0.7620155216063463	1434471	12987	8595	0.9940082441541167	0.9909464882873199	0.7049378590488921
MAG051	i02S3.sorted.bam	i23S3.sorted.bam	0.7606378341575943	1443654	13478	10180	0.9929484488665566	0.9906639679590816	0.7094506336951875
MAG051	i02S3.sorted.bam	i26SM06.sorted.bam	0.7680956095811086	1414459	13640	13258	0.9906268050187386	0.9903567370987777	0.69510342082373
MAG051	i02S3.sorted.bam	i28SM12.sorted.bam	0.6235104388895334	1064970	12117	8653	0.9918748884945116	0.9886222147102736	0.5233550707900673
MAG051	i02S3.sorted.bam	i31SM06.sorted.bam	0.7437601479284489	1414046	13900	13459	0.9904819220874003	0.9901700510450155	0.6949004614500046
MAG051	i02S3.sorted.bam	i31SM12.sorted.bam	0.7444930612634348	1412814	13598	13144	0.9906965814325169	0.9903752369384788	0.6942950233182138
MAG051	i02S3.sorted.bam	i32SM12.sorted.bam	0.7588518855319257	1404182	13381	13048	0.9907077572565379	0.9904706085108625	0.6900530249792373
MAG051	i07SM01.sorted.bam	i07SM06.sorted.bam	0.7391443226217278	1386186	15356	11795	0.9914910408848452	0.9889221215623301	0.6812093036970057
MAG051	i07SM01.sorted.bam	i16SM01.sorted.bam	0.898371641657375	1700353	16970	14654	0.991381789546053	0.9900197194347291	0.8355994672930723
MAG051	i07SM01.sorted.bam	i18S3.sorted.bam	0.9151528730892967	1846908	17190	16780	0.9909145447418063	0.9906925520924702	0.907620559342274
MAG051	i07SM01.sorted.bam	i18SM01.sorted.bam	0.9151685364545173	1846948	17192	16781	0.9909142000749345	0.9906916707996111	0.907640216424475
MAG051	i07SM01.sorted.bam	i18SM06.sorted.bam	0.9151646260947224	1846925	17283	16763	0.9909238328573169	0.9906422837960394	0.9076289136022094
MAG051	i07SM01.sorted.bam	i18SM12.sorted.bam	0.588378091070318	1133182	12638	10779	0.9904878474949302	0.988847334320524	0.5568762930674386
MAG051	i07SM01.sorted.bam	i19SM12.sorted.bam	0.9504529829681091	1804624	19458	17838	0.9901153924584845	0.9892176985344315	0.8868410577475933
MAG051	i07SM01.sorted.bam	i22SM01.sorted.bam	0.9977601772560099	1843819	92	0	1.0	0.999950103562226	0.9061025411693016
MAG051	i07SM01.sorted.bam	i22SM06.sorted.bam	0.9882312515470364	1825435	339	45	0.9999753483416282	0.9998142908402655	0.8970681461897203
MAG051	i07SM01.sorted.bam	i22SM12.sorted.bam	0.9528049263046673	1808458	13923	12075	0.9933230409553332	0.9923011759189321	0.8887251890765594
MAG051	i07SM01.sorted.bam	i23S2.sorted.bam	0.9130698217308094	1763707	19009	12404	0.9929670858028006	0.98922213270118	0.8667333369371317
MAG051	i07SM01.sorted.bam	i23S3.sorted.bam	0.9173141486509981	1780991	20072	14939	0.9916119733339472	0.9887298700554916	0.8752271621561853
MAG051	i07SM01.sorted.bam	i26SM06.sorted.bam	0.9130233611415669	1731652	17004	16311	0.9905806709431225	0.990180475060809	0.8509806426883025
MAG051	i07SM01.sorted.bam	i28SM12.sorted.bam	0.6845476086465372	1281341	16248	12105	0.990552866098876	0.9873195347686525	0.6296856341129005
MAG051	i07SM01.sorted.bam	i31SM06.sorted.bam	0.9258562382645013	1775378	16690	16085	0.9909399575752319	0.990599185074953	0.8724687820963295
MAG051	i07SM01.sorted.bam	i31SM12.sorted.bam	0.9246777525045408	1771654	16284	15586	0.9912025711566705	0.9908085890360082	0.8706387077434161
MAG051	i07SM01.sorted.bam	i32SM12.sorted.bam	0.9134684069746928	1730788	17568	16958	0.9902021506966769	0.9898497100742552	0.8505560497127609
MAG051	i07SM06.sorted.bam	i16SM01.sorted.bam	0.7356840859979973	1341819	13530	9401	0.9929938389603963	0.9899166728150369	0.6594061595467077
MAG051	i07SM06.sorted.bam	i18S3.sorted.bam	0.7218791966205114	1437865	14637	11387	0.9920806195296499	0.9898203238829792	0.7066057624736473
MAG051	i07SM06.sorted.bam	i18SM01.sorted.bam	0.7218586165351256	1437865	14639	11395	0.9920750557249811	0.9898189329318121	0.7066057624736473
MAG051	i07SM06.sorted.bam	i18SM06.sorted.bam	0.7218672044831898	1437865	14659	11343	0.9921112204553278	0.9898050234201403	0.7066057624736473
MAG051	i07SM06.sorted.bam	i18SM12.sorted.bam	0.5326219783446766	916067	10482	7213	0.9921261217793022	0.9885576055026543	0.4501801080156667
MAG051	i07SM06.sorted.bam	i19SM12.sorted.bam	0.7557206424309163	1410626	15441	11560	0.9918050567620333	0.9890537959742696	0.6932197809218189
MAG051	i07SM06.sorted.bam	i22SM01.sorted.bam	0.73919157421776	1385429	15279	11744	0.9915232032821603	0.9889716470493977	0.6808372934163518
MAG051	i07SM06.sorted.bam	i22SM06.sorted.bam	0.7404462273874179	1379105	14908	11471	0.9916822867004326	0.9891900906747492	0.6777295087203731
MAG051	i07SM06.sorted.bam	i22SM12.sorted.bam	0.7513186214331419	1408045	15315	11365	0.9919285250116296	0.9891232169426404	0.6919514076927992
MAG051	i07SM06.sorted.bam	i23S2.sorted.bam	0.7354163655657864	1385017	15465	8098	0.994153140358566	0.9888340720727615	0.6806348254696815
MAG051	i07SM06.sorted.bam	i23S3.sorted.bam	0.7360650997338014	1396461	16094	9938	0.9928834389216742	0.9884751525463296	0.6862587166873885
MAG051	i07SM06.sorted.bam	i26SM06.sorted.bam	0.7412384135904702	1363485	14359	11265	0.9917380829272049	0.9894688977143129	0.6700534181208813
MAG051	i07SM06.sorted.bam	i28SM12.sorted.bam	0.616934260982242	1043422	10930	7225	0.9930756683297841	0.9895248518815973	0.5127658006083867
MAG051	i07SM06.sorted.bam	i31SM06.sorted.bam	0.7273504544991596	1379303	14390	11325	0.991789331278189	0.9895671944453104	0.6778268112772681
MAG051	i07SM06.sorted.bam	i31SM12.sorted.bam	0.7279017901417616	1378017	14100	11028	0.9919971959707319	0.9897679056209031	0.6771948360845058
MAG051	i07SM06.sorted.bam	i32SM12.sorted.bam	0.7422810605475272	1366533	13025	10224	0.9925182926427683	0.9904685799757489	0.6715512877845977
MAG051	i16SM01.sorted.bam	i18S3.sorted.bam	0.8762045055130796	1758821	16962	14922	0.9915159075312383	0.990356039642465	0.8643322243462792
MAG051	i16SM01.sorted.bam	i18SM01.sorted.bam	0.8761864674591204	1758821	16961	14922	0.9915159075312383	0.9903566082051556	0.8643322243462792
MAG051	i16SM01.sorted.bam	i18SM06.sorted.bam	0.8761931875326587	1758816	16903	14720	0.9916307334024708	0.9903895575205138	0.8643297672110041
MAG051	i16SM01.sorted.bam	i18SM12.sorted.bam	0.5723053226121008	1079788	12032	9036	0.9916316906652046	0.9888570719437519	0.530637036891429
MAG051	i16SM01.sorted.bam	i19SM12.sorted.bam	0.8992340539306679	1708385	16741	13703	0.9919789742944359	0.9902006866133805	0.8395466093990338
MAG051	i16SM01.sorted.bam	i22SM01.sorted.bam	0.8983331899235486	1699294	16877	14558	0.9914329127272856	0.9900682283348261	0.8350790460418008
MAG051	i16SM01.sorted.bam	i22SM06.sorted.bam	0.8973554280995157	1689691	16219	13993	0.9917186041708218	0.9904012035336639	0.8303598720323949
MAG051	i16SM01.sorted.bam	i22SM12.sorted.bam	0.9081557557609083	1718888	16882	14068	0.991815638947971	0.9901785340289768	0.8447080677579624
MAG051	i16SM01.sorted.bam	i23S2.sorted.bam	0.9025152573886716	1711373	17003	9760	0.9942969767549213	0.9900647024348287	0.8410149934394489
MAG051	i16SM01.sorted.bam	i23S3.sorted.bam	0.9017492571977073	1721918	18073	12002	0.9930298655336666	0.9895041459581699	0.8461970917346884
MAG051	i16SM01.sorted.bam	i26SM06.sorted.bam	0.9084140094701983	1689542	16535	14377	0.9914905933087191	0.9902133240842784	0.8302866494011961
MAG051	i16SM01.sorted.bam	i28SM12.sorted.bam	0.6903868283343562	1256064	14934	9974	0.9920593218179965	0.9881104784469581	0.6172638324430313
MAG051	i16SM01.sorted.bam	i31SM06.sorted.bam	0.9030071537893515	1713230	17866	15619	0.9908833023003333	0.9895717445993825	0.8419275734806304
MAG051	i16SM01.sorted.bam	i31SM12.sorted.bam	0.9033390237201374	1711365	17438	15142	0.9911520920434858	0.989810472926582	0.8410110620230086
MAG051	i16SM01.sorted.bam	i32SM12.sorted.bam	0.8890600271347326	1667764	15902	13843	0.9916996649406031	0.9904650777927813	0.8195843509968598
MAG051	i18S3.sorted.bam	i18SM01.sorted.bam	0.9999567612086078	2034749	8	0	1.0	0.9999960683111283	0.9999307087852415
MAG051	i18S3.sorted.bam	i18SM06.sorted.bam	0.9999489023015112	2034728	153	2	0.9999990170676375	0.9999248056742719	0.9999203888170859
MAG051	i18S3.sorted.bam	i18SM12.sorted.bam	0.6230071783352548	1247523	2507	334	0.9997322694651721	0.9979904178119361	0.613066553966062
MAG051	i18S3.sorted.bam	i19SM12.sorted.bam	0.9214635328583266	1860739	19602	18089	0.9902785936125378	0.9894654758136417	0.914417486940326
MAG051	i18S3.sorted.bam	i22SM01.sorted.bam	0.9139640117529453	1844748	16948	16532	0.9910383423643772	0.9908128373089441	0.9065590769034199
MAG051	i18S3.sorted.bam	i22SM06.sorted.bam	0.9052129033140576	1826365	15573	15393	0.991571783296329	0.9914732268741462	0.8975251733508937
MAG051	i18S3.sorted.bam	i22SM12.sorted.bam	0.9248544999709327	1864583	19115	17447	0.9906429480479013	0.9897483780555759	0.9163065325398424
MAG051	i18S3.sorted.bam	i23S2.sorted.bam	0.9238381269503851	1866716	20586	13946	0.9925291260159553	0.988972077166532	0.9173547464482109
MAG051	i18S3.sorted.bam	i23S3.sorted.bam	0.9336429937038243	1890626	22336	17087	0.9909622527141804	0.9881859236041396	0.9291047673338608
MAG051	i18S3.sorted.bam	i26SM06.sorted.bam	0.895348925085327	1798590	18754	18428	0.9897541963426907	0.9895729432499902	0.8838757868975718
MAG051	i18S3.sorted.bam	i28SM12.sorted.bam	0.6669059536133449	1334172	16033	11789	0.9911638079647902	0.9879828088132565	0.6556482168569309
MAG051	i18S3.sorted.bam	i31SM06.sorted.bam	0.9243165786338114	1862764	17851	17421	0.9906477685847482	0.9904169288219012	0.9154126267267518
MAG051	i18S3.sorted.bam	i31SM12.sorted.bam	0.9224973468121539	1858256	17091	16629	0.9910512867979439	0.9908026665863046	0.9131972735626988
MAG051	i18S3.sorted.bam	i32SM12.sorted.bam	0.8907085274377479	1795809	19015	18726	0.9895723877093834	0.9894114574545512	0.8825091282575471
MAG051	i18SM01.sorted.bam	i18SM06.sorted.bam	0.9999685530512741	2034770	145	2	0.9999990170879264	0.9999287388746639	0.999941028753397
MAG051	i18SM01.sorted.bam	i18SM12.sorted.bam	0.6229901308582066	1247523	2510	334	0.9997322694651721	0.9979880130466533	0.613066553966062
MAG051	i18SM01.sorted.bam	i19SM12.sorted.bam	0.9214457033971992	1860744	19599	18091	0.99027754489602	0.9894671163792548	0.9144199440756011
MAG051	i18SM01.sorted.bam	i22SM01.sorted.bam	0.9139960496811697	1844803	16950	16533	0.9910380674792918	0.9908120270836507	0.9065861053914462
MAG051	i18SM01.sorted.bam	i22SM06.sorted.bam	0.9051947382322612	1826365	15570	15394	0.9915712357606502	0.9914748694811826	0.8975251733508937
MAG051	i18SM01.sorted.bam	i22SM12.sorted.bam	0.9248747048327938	1864627	19113	17450	0.9906415599473782	0.989749692565859	0.9163281553302636
MAG051	i18SM01.sorted.bam	i23S2.sorted.bam	0.923831723583713	1866735	20584	13947	0.9925286663613208	0.9889732608002743	0.9173640835622564
MAG051	i18SM01.sorted.bam	i23S3.sorted.bam	0.9336703368657977	1890671	22332	17089	0.9909614099967683	0.9881883204428481	0.9291268815513369
MAG051	i18SM01.sorted.bam	i26SM06.sorted.bam	0.8953776417831022	1798644	18755	18431	0.9897528360253613	0.9895727003231323	0.8839023239585432
MAG051	i18SM01.sorted.bam	i28SM12.sorted.bam	0.6668883576759382	1334172	16041	11789	0.9911638079647902	0.9879768125848841	0.6556482168569309
MAG051	i18SM01.sorted.bam	i31SM06.sorted.bam	0.9243345427111879	1862808	17851	17419	0.9906490631347944	0.9904171551764862	0.9154342495171729
MAG051	i18SM01.sorted.bam	i31SM12.sorted.bam	0.9224869434155998	1858266	17090	16626	0.9910529493624701	0.9908032542165653	0.913202187833249
MAG051	i18SM01.sorted.bam	i32SM12.sorted.bam	0.8907358820116293	1795860	19021	18728	0.9895715701669395	0.9894084171371933	0.8825341910373534
MAG051	i18SM06.sorted.bam	i18SM12.sorted.bam	0.6229978680923064	1247523	2596	333	0.9997330710535998	0.9979190764418773	0.613066553966062
MAG051	i18SM06.sorted.bam	i19SM12.sorted.bam	0.9214414181601475	1860729	19631	18052	0.9902984260469956	0.989449833909183	0.9144125726697757
MAG051	i18SM06.sorted.bam	i22SM01.sorted.bam	0.9139899284762288	1844779	17044	16516	0.9910471660833087	0.9907609529379942	0.9065743111421256
MAG051	i18SM06.sorted.bam	i22SM06.sorted.bam	0.9051947609302251	1826356	15652	15365	0.9915870728379352	0.9914299293237463	0.8975207505073984
MAG051	i18SM06.sorted.bam	i22SM12.sorted.bam	0.924867431549906	1864601	19206	17429	0.9906526919163939	0.989699673013154	0.916315378226833
MAG051	i18SM06.sorted.bam	i23S2.sorted.bam	0.9238393478043381	1866726	20660	13947	0.9925286303399642	0.9889324946457059	0.9173596607187612
MAG051	i18SM06.sorted.bam	i23S3.sorted.bam	0.9336517742193019	1890644	22414	17092	0.9909596941571231	0.988144780297084	0.9291136130208513
MAG051	i18SM06.sorted.bam	i26SM06.sorted.bam	0.8953722286913086	1798625	18821	18353	0.9897960942386546	0.9895358954757106	0.8838929868444977
MAG051	i18SM06.sorted.bam	i28SM12.sorted.bam	0.6668967280180752	1334172	16049	11687	0.9912402598765376	0.9879708163565117	0.6556482168569309
MAG051	i18SM06.sorted.bam	i31SM06.sorted.bam	0.9243256129966352	1862781	17973	17386	0.9906666430460693	0.9903515228038079	0.9154209809866872
MAG051	i18SM06.sorted.bam	i31SM12.sorted.bam	0.922482730537442	1858252	17212	16592	0.9910711787206471	0.9907375318309896	0.9131953078544787
MAG051	i18SM06.sorted.bam	i32SM12.sorted.bam	0.8907252603375219	1795836	19092	18680	0.9895981592973969	0.98936873968447	0.8825223967880328
MAG051	i18SM12.sorted.bam	i19SM12.sorted.bam	0.5953201957948504	1146691	14041	11218	0.9902170680680322	0.9877552017064755	0.5635149811537724
MAG051	i18SM12.sorted.bam	i22SM01.sorted.bam	0.5874630039081082	1131275	12405	10545	0.9906786590351594	0.989034496475216	0.5559391416735057
MAG051	i18SM12.sorted.bam	i22SM06.sorted.bam	0.5839527143890884	1120767	11609	9786	0.9912684795323202	0.9896419148672293	0.5507752261793021
MAG051	i18SM12.sorted.bam	i22SM12.sorted.bam	0.5951344164377333	1147647	13677	11014	0.9904029723425408	0.9880825724286301	0.5639847854183764
MAG051	i18SM12.sorted.bam	i23S2.sorted.bam	0.593503167610827	1145879	14339	8726	0.9923848853151161	0.9874864623577184	0.5631159423850921
MAG051	i18SM12.sorted.bam	i23S3.sorted.bam	0.5970078129666656	1159632	15449	10594	0.990864343170937	0.9866776701574292	0.5698745386728521
MAG051	i18SM12.sorted.bam	i26SM06.sorted.bam	0.5789532715306552	1101124	12574	10923	0.9900801362970928	0.988580759296864	0.5411221245374442
MAG051	i18SM12.sorted.bam	i28SM12.sorted.bam	0.5118419204331696	858412	10302	6958	0.9918943351211307	0.9879987698214843	0.4218468811581953
MAG051	i18SM12.sorted.bam	i31SM06.sorted.bam	0.5854926210942979	1137388	12616	10752	0.9905467615272888	0.9889079188456358	0.5589432352608741
MAG051	i18SM12.sorted.bam	i31SM12.sorted.bam	0.5851118050411668	1134970	12067	10184	0.9910270756055226	0.9893680009163238	0.5577549646418234
MAG051	i18SM12.sorted.bam	i32SM12.sorted.bam	0.5853818336178638	1110717	13773	11886	0.9892988042858802	0.9875999016851277	0.5458363842763
MAG051	i19SM12.sorted.bam	i22SM01.sorted.bam	0.9501820945422116	1803297	19352	17739	0.9901630180718983	0.9892685453366805	0.886188934045575
MAG051	i19SM12.sorted.bam	i22SM06.sorted.bam	0.9458316046410732	1789945	18597	17191	0.9903957942841819	0.9896102952884027	0.87962740000688
MAG051	i19SM12.sorted.bam	i22SM12.sorted.bam	0.9508242677060806	1814770	18010	15776	0.9913068873741576	0.9900758773839109	0.8918270766478777
MAG051	i19SM12.sorted.bam	i23S2.sorted.bam	0.9261348241055752	1782756	18032	11102	0.9937725633793968	0.989885323622526	0.8760945309083046
MAG051	i19SM12.sorted.bam	i23S3.sorted.bam	0.9290179888393755	1798465	18893	13236	0.9926403905552791	0.9894949303989792	0.8838143585156937
MAG051	i19SM12.sorted.bam	i26SM06.sorted.bam	0.9281305572217596	1756173	17336	15739	0.991037898885816	0.9901285351727876	0.8630309255045727
MAG051	i19SM12.sorted.bam	i28SM12.sorted.bam	0.6864347415072988	1291488	15947	11236	0.9912999578780446	0.9876522275081147	0.63467214444024
MAG051	i19SM12.sorted.bam	i31SM06.sorted.bam	0.9191577304163836	1779422	18987	17452	0.9901923208772286	0.9893296812110899	0.874456113106851
MAG051	i19SM12.sorted.bam	i31SM12.sorted.bam	0.9190765011144201	1776885	18579	17001	0.9904321326366085	0.9895440616584641	0.8732093626682523
MAG051	i19SM12.sorted.bam	i32SM12.sorted.bam	0.9269901628253919	1753437	18212	16818	0.9904085518898027	0.989613541860928	0.8616863810820241
MAG051	i22SM01.sorted.bam	i22SM06.sorted.bam	0.989351984119833	1825406	369	39	0.9999786348899916	0.9997978531899205	0.8970538948051247
MAG051	i22SM01.sorted.bam	i22SM12.sorted.bam	0.952093360713972	1806739	13814	11964	0.9933781248979515	0.9923541806536528	0.8878804259689713
MAG051	i22SM01.sorted.bam	i23S2.sorted.bam	0.9126636344138724	1762343	18890	12273	0.993035975403199	0.9892813147043453	0.8660630304340775
MAG051	i22SM01.sorted.bam	i23S3.sorted.bam	0.9166375535739228	1779364	19965	14830	0.9916655614028383	0.9887796988137334	0.8744276103376595
MAG051	i22SM01.sorted.bam	i26SM06.sorted.bam	0.9128395525054994	1730397	16902	16234	0.9906183378727541	0.990232299293168	0.850363901734246
MAG051	i22SM01.sorted.bam	i28SM12.sorted.bam	0.6844941803838562	1280524	16156	12028	0.9906069702715451	0.9873832899656703	0.6292841382089449
MAG051	i22SM01.sorted.bam	i31SM06.sorted.bam	0.9252733699218451	1773809	16576	15986	0.9909877557279279	0.9906551381800408	0.8716977330469952
MAG051	i22SM01.sorted.bam	i31SM12.sorted.bam	0.9245384733474243	1770505	16174	15493	0.9912493892985335	0.9908647532766075	0.8700740580571923
MAG051	i22SM01.sorted.bam	i32SM12.sorted.bam	0.9128355473532662	1729153	17445	16847	0.9902570796222196	0.9899112455635793	0.8497525664777948
MAG051	i22SM06.sorted.bam	i22SM12.sorted.bam	0.9449106897102341	1790717	13407	11679	0.9934780314254011	0.9925130548266421	0.8800067816933593
MAG051	i22SM06.sorted.bam	i23S2.sorted.bam	0.9079478071366928	1748925	17966	11786	0.9932610031876724	0.9897274039767285	0.859469062209751
MAG051	i22SM06.sorted.bam	i23S3.sorted.bam	0.9100635257710149	1763908	19015	14347	0.9918663558416879	0.9892199593176061	0.8668321137751918
MAG051	i22SM06.sorted.bam	i26SM06.sorted.bam	0.9098796772850914	1718673	16250	15759	0.9908307164888259	0.9905450309628416	0.844602410941132
MAG051	i22SM06.sorted.bam	i28SM12.sorted.bam	0.6836228900920402	1272457	15669	11537	0.990933288904851	0.9876860278972099	0.6253197961560576
MAG051	i22SM06.sorted.bam	i31SM06.sorted.bam	0.9196872817681536	1759462	15768	15386	0.9912552814439869	0.991038169622305	0.8646472290885503
MAG051	i22SM06.sorted.bam	i31SM12.sorted.bam	0.9198595036066511	1757073	15385	14936	0.9914994994516448	0.9912439608371423	0.8634732098540953
MAG051	i22SM06.sorted.bam	i32SM12.sorted.bam	0.907121806055976	1714745	16818	16395	0.9904388116017251	0.9901921276924557	0.8426720854689934
MAG051	i22SM12.sorted.bam	i23S2.sorted.bam	0.9117075979143203	1769907	18838	11733	0.993370838128783	0.9893565029122999	0.8697801846782873
MAG051	i22SM12.sorted.bam	i23S3.sorted.bam	0.9189706433922885	1790374	19542	14140	0.992102208812237	0.9890849621364027	0.8798382222134857
MAG051	i22SM12.sorted.bam	i26SM06.sorted.bam	0.9247207087104496	1753210	16816	15564	0.9911225694583079	0.9904084507845609	0.8615748271405334
MAG051	i22SM12.sorted.bam	i28SM12.sorted.bam	0.6806615017327816	1285024	15722	11144	0.9913277884304106	0.9877652090544612	0.6314955599565578
MAG051	i22SM12.sorted.bam	i31SM06.sorted.bam	0.9202607506658623	1783250	17858	16398	0.9908044301135567	0.9899857002663676	0.876337295873487
MAG051	i22SM12.sorted.bam	i31SM12.sorted.bam	0.9191506794193034	1779876	17451	15956	0.991035330551117	0.9901953843975648	0.8746792209898324
MAG051	i22SM12.sorted.bam	i32SM12.sorted.bam	0.9170203167239123	1744547	17238	16249	0.9906858342022313	0.9901189248555642	0.8573175945628511
MAG051	i23S2.sorted.bam	i23S3.sorted.bam	0.9817825108650161	1860664	4756	16	0.9999914009192418	0.9974439232446052	0.9143806299111992
MAG051	i23S2.sorted.bam	i26SM06.sorted.bam	0.9171453205688685	1745988	18614	12051	0.9930978907071526	0.9893389874386307	0.8580257409491422
MAG051	i23S2.sorted.bam	i28SM12.sorted.bam	0.6833658502860757	1289231	16388	8154	0.9936752994614619	0.9872885464280645	0.6335629935770484
MAG051	i23S2.sorted.bam	i31SM06.sorted.bam	0.9117906130405662	1767418	19201	12448	0.9929569575505058	0.9891361296535398	0.8685570227383298
MAG051	i23S2.sorted.bam	i31SM12.sorted.bam	0.9115758049901113	1764645	18712	12014	0.9931918317848633	0.9893961675011121	0.8671942955147453
MAG051	i23S2.sorted.bam	i32SM12.sorted.bam	0.899887252527251	1729153	18087	12001	0.9930596077964182	0.9895399655206913	0.8497525664777948
MAG051	i23S3.sorted.bam	i26SM06.sorted.bam	0.9173766632611384	1757590	19193	14469	0.9917677046410142	0.9890799333177818	0.8637272776415432
MAG051	i23S3.sorted.bam	i28SM12.sorted.bam	0.6840145335687702	1299181	17198	9850	0.9924183004523619	0.9867624295613929	0.638452692774548
MAG051	i23S3.sorted.bam	i31SM06.sorted.bam	0.9168475772937879	1786287	20240	15006	0.9915993342615157	0.9886692340032704	0.8778297598395982
MAG051	i23S3.sorted.bam	i31SM12.sorted.bam	0.9152417513008534	1782152	19798	14582	0.9918177574078979	0.9888909587958827	0.8757977089670694
MAG051	i23S3.sorted.bam	i32SM12.sorted.bam	0.9007199163456724	1741282	18918	14237	0.9918238401361755	0.9891355909037135	0.8557130852281941
MAG051	i26SM06.sorted.bam	i28SM12.sorted.bam	0.6978832608360906	1282554	15872	11659	0.9909095445493913	0.9876246926055355	0.6302817351306459
MAG051	i26SM06.sorted.bam	i31SM06.sorted.bam	0.9113598905088289	1738610	16747	16175	0.9906965909548432	0.9903675925020562	0.8543999921371671
