"","observed","chao1","diversity_inverse_simpson","diversity_gini_simpson","diversity_shannon","diversity_fisher","diversity_coverage","evenness_camargo","evenness_pielou","evenness_simpson","evenness_evar","evenness_bulla","dominance_dbp","dominance_dmn","dominance_absolute","dominance_relative","dominance_simpson","dominance_core_abundance","dominance_gini","rarity_log_modulo_skewness","rarity_low_abundance","rarity_rare_abundance"
"B_i12_S_M11",51,72,7.95356527927259,0.874270221606648,2.45832304993398,8.32572322169404,3,0.198864809081527,0.625237047511345,0.155952260377894,0.206718913908188,0.261321052631579,0.187894736842105,0.367105263157895,714,0.187894736842105,0.125729778393352,0.380263157894737,0.99854184893555,2.05518775238003,0.0128947368421053,0.107368421052632
"B_i12_S_M12",56,56.5,5.2825544735993,0.810697645429363,2.41407669409755,9.31171557090408,2,0.203312969924812,0.599718205903313,0.0943313298857018,0.263372300243534,0.316478468899522,0.354473684210526,0.579736842105263,1347,0.354473684210526,0.189302354570637,0.249736842105263,0.998352059062793,2.0557239344182,0.0147368421052632,0.195
"B_i12_S2",26,26.5,5.38560402682061,0.814319806094183,2.07217630927976,3.75718517198311,2,0.334028340080972,0.636008259760811,0.207138616416177,0.179755685932869,0.329684210526316,0.312105263157895,0.531842105263158,1186,0.312105263157895,0.185680193905817,0.381842105263158,0.999105616183942,2.03182707590841,0.00342105263157895,0.233421052631579
"B_i12_S3",25,26,4.9940272264404,0.7997608033241,1.99385339174151,3.58894116973577,2,0.289410526315789,0.619425383339587,0.199761089057616,0.185860116729958,0.301535087719298,0.346842105263158,0.554736842105263,1318,0.346842105263158,0.2002391966759,0.136578947368421,0.999165707356756,2.04158833995044,0.00289473684210526,0.182105263157895
"B_i14_S_M01",34,55,5.034400575121,0.801366620498615,2.03965440589403,5.14708684856342,2,0.239783281733746,0.578402120729288,0.148070605150618,0.157725876500175,0.266539074960128,0.332894736842105,0.557368421052632,1265,0.332894736842105,0.198633379501385,0.522631578947368,0.999111218553821,2.04888122622481,0.00894736842105263,0.136315789473684
"B_i14_S_M02",40,41.6666666666667,7.47483197157493,0.866217728531856,2.31647338192487,6.23635923240113,3,0.373506578947368,0.627961257812716,0.186870799289373,0.157735043654633,0.259919028340081,0.243947368421053,0.403947368421053,927,0.243947368421053,0.133782271468144,0.255263157894737,0.998856732820678,2.04485774562976,0.0181578947368421,0.300263157894737
"B_i14_S_M03",38,41.75,2.9729368045047,0.663632271468144,1.81373971542208,5.86908899518849,1,0.172735457063712,0.498610791822044,0.0782351790659132,0.174524099947865,0.285675675675676,0.557894736842105,0.669736842105263,2120,0.557894736842105,0.336367728531856,0.675,0.999145830455404,2.04482598808183,0.00868421052631579,0.0778947368421053
"B_i14_S_M04",40,67.5,4.4297739710899,0.774254847645429,1.8008659874383,6.23635923240113,2,0.355177631578947,0.488187811458551,0.110744349277247,0.163085994416924,0.170310391363023,0.323947368421053,0.578421052631579,1231,0.323947368421053,0.225745152354571,0.479736842105263,0.999243680066308,2.05752917267252,0.0157894736842105,0.297894736842105
"B_i14_S_M05",47,58.25,8.03115465089505,0.875484903047091,2.41250686663656,7.55285083759426,3,0.292743561030235,0.626601137464195,0.170875630870107,0.161958438925455,0.259227688787185,0.187894736842105,0.365,714,0.187894736842105,0.124515096952909,0.366578947368421,0.998725115500913,2.05290959078554,0.015,0.289736842105263
"B_i14_S_M06",25,25,5.4603358030891,0.81686108033241,2.20501472047509,3.58894116973577,3,0.336484210526316,0.685026338524685,0.218413432123564,0.238130858316089,0.400767543859649,0.367105263157895,0.483947368421053,1395,0.367105263157895,0.18313891966759,0.121052631578947,0.998954198707618,1.94698689546419,0.00289473684210526,0.592631578947368
"B_i14_S_M07",53,60.5,7.96448852981278,0.874442659279778,2.58987393509466,8.71751792574947,3,0.197358490566038,0.65231322821741,0.150273368487034,0.221850642269318,0.318532388663968,0.216842105263158,0.408947368421053,824,0.216842105263158,0.125557340720222,0.201315789473684,0.998382373255974,2.05068524750773,0.0110526315789474,0.321052631578947
"B_i14_S_M09",86,95.1666666666667,12.8796095444685,0.922357894736842,3.13023410536226,15.6458724824496,5,0.232301101591187,0.702736876398267,0.149762901679867,0.241379483223594,0.355077399380805,0.142894736842105,0.280526315789474,543,0.142894736842105,0.0776421052631579,0.205263157894737,0.997219152430509,2.05668254565382,0.0326315789473684,0.317105263157895
"B_i14_S_M10",51,51,7.58264770934724,0.868119944598338,2.68733815490621,8.32572322169404,3,0.317151702786378,0.68348355342609,0.148679366849946,0.287895481525622,0.37701052631579,0.288947368421053,0.431052631578947,1098,0.288947368421053,0.131880055401662,0.157631578947368,0.998091280256634,2.05650889935362,0.00868421052631579,0.4
"B_i14_S_M11",51,51,10.9783671427507,0.908911772853186,2.88616439847108,8.32572322169404,4,0.346160990712074,0.734051981972375,0.215262100838249,0.263201265609805,0.400373684210526,0.194736842105263,0.31921052631579,740,0.194736842105263,0.0910882271468144,0.169210526315789,0.997940246504275,2.04247213823729,0.0105263157894737,0.28078947368421
"B_i14_S_M12",68,68,9.62379236068161,0.896090858725762,3.00629608668851,11.762879812059,4,0.289191176470588,0.712475553250124,0.141526358245318,0.318731133410733,0.409363707776905,0.251842105263158,0.377368421052632,957,0.251842105263158,0.103909141274238,0.114473684210526,0.997344706911635,2.05661075633203,0.0205263157894737,0.330526315789474
"B_i14_S_M08-1",51,54.3333333333333,7.43972483322445,0.865586426592798,2.61309339520601,8.32572322169404,3,0.253003095975232,0.664600528939382,0.145876957514205,0.218008502946539,0.359705263157895,0.272631578947368,0.461052631578947,1036,0.272631578947368,0.134413573407202,0.127105263157895,0.998334177526054,2.03979770956624,0.0105263157894737,0.294210526315789
"B_i14_S_M08-2",60,67,7.29421130582547,0.862904986149584,2.62782916879201,10.1158002224263,3,0.208530701754386,0.641819253083533,0.121570188430424,0.221596356216967,0.333273862622658,0.278421052631579,0.466842105263158,1058,0.278421052631579,0.137095013850416,0.126578947368421,0.998257969946739,2.04655094828672,0.0223684210526316,0.291578947368421
"B_i14_S1",201,206.6875,94.1833313766159,0.989382409972299,4.86012415363435,45.244731547123,35,0.789528672427337,0.916433099339384,0.468573787943363,0.419776561071557,0.632143421052632,0.0305263157894737,0.0605263157894737,116,0.0305263157894737,0.0106175900277008,0.0226315789473684,0.985538978680296,2.06015707760068,0.0618421052631579,0.933684210526316
"B_i14_S2",87,162.2,4.28285086009967,0.766510664819945,1.90395910651498,15.8684043198133,2,0.496122202056866,0.426331902925171,0.0492281708057433,0.224469483083826,0.130731334149327,0.388684210526316,0.602368421052632,1477,0.388684210526316,0.233489335180055,0.0128947368421053,0.999062025141594,2.06031048147351,0.0315789473684211,0.595526315789474
"B_i14_S3",23,23.5,1.72167317063283,0.419169667590028,1.06580019332541,3.25641288354614,1,0.267070938215103,0.339914578030748,0.0748553552449058,0.168934027539551,0.203983253588517,0.754736842105263,0.825263157894737,2868,0.754736842105263,0.580830332409972,0.0121052631578947,0.999599775905205,2.04074252988409,0.0113157894736842,0.231578947368421
"B_i15_S_M01",31,36,5.69472039474981,0.824398753462604,2.13186182932644,4.61707414860265,2,0.28062818336163,0.620812397478362,0.183700657895155,0.144143087327409,0.300614035087719,0.330263157894737,0.513421052631579,1255,0.330263157894737,0.175601246537396,0.656315789473684,0.99906325305828,2.03919258881967,0.00973684210526316,0.128421052631579
"B_i15_S_M02",39,41,6.87263634139678,0.854495429362881,2.29579176932675,6.05221410292509,3,0.245006747638327,0.626655694944325,0.1762214446512,0.150769988343758,0.29101108033241,0.252631578947368,0.473421052631579,960,0.252631578947368,0.145504570637119,0.591315789473684,0.998898251753618,2.04139113272868,0.0165789473684211,0.118157894736842
"B_i15_S_M03",30,31,3.6113271627323,0.723093490304709,1.80088379480007,4.44269110321192,2,0.190859649122807,0.529485234967454,0.120377572091077,0.172068131541656,0.269147005444646,0.464473684210526,0.678947368421053,1765,0.464473684210526,0.276906509695291,0.733684210526316,0.999278752436647,2.04445205945832,0.00868421052631579,0.0673684210526316
"B_i15_S_M04",25,25.3333333333333,3.67718024447646,0.728052493074792,1.72193911570839,3.58894116973577,2,0.175936842105263,0.534950463887155,0.147087209779058,0.156913389961287,0.26672149122807,0.447631578947368,0.659736842105263,1701,0.447631578947368,0.271947506925208,0.727105263157895,0.999366241500514,2.03466114375599,0.00684210526315789,0.0252631578947368
"B_i15_S_M05",42,49,4.27268740794045,0.765955263157895,1.98428000242582,6.60765516217891,2,0.158145363408521,0.53088694429262,0.101730652570011,0.16671724310472,0.242310654685494,0.417894736842105,0.609473684210526,1588,0.417894736842105,0.234044736842105,0.616578947368421,0.99912672100198,2.05034488530123,0.0181578947368421,0.0786842105263158
"B_i15_S_M06",39,41,4.98382328273809,0.799350831024931,2.18861798676255,6.05221410292509,2,0.287058029689609,0.597401708546302,0.127790340583028,0.186959944291822,0.300498614958449,0.390263157894737,0.530263157894737,1483,0.390263157894737,0.200649168975069,0.649210526315789,0.998927721754079,2.04633709379301,0.0110526315789474,0.200263157894737
"B_i15_S_M07",51,54,4.84939993713243,0.79378891966759,2.24241253676539,8.32572322169404,2,0.2037564499484,0.570323495045645,0.0950862732771065,0.218221489409406,0.303194736842105,0.348157894736842,0.614473684210526,1323,0.348157894736842,0.20621108033241,0.743947368421053,0.998689582661817,2.05392971031512,0.0136842105263158,0.126052631578947
"B_i15_S_M08",52,52.25,6.37006176842443,0.843015650969529,2.53636592887727,8.52118140582265,3,0.273653846153846,0.641915839549345,0.122501187854316,0.253929714791051,0.340928792569659,0.334736842105263,0.481315789473684,1272,0.334736842105263,0.156984349030471,0.506315789473684,0.99837984067781,2.04607300679792,0.0155263157894737,0.192368421052632
"B_i15_S_M09",51,54,4.76396594226232,0.790090858725762,2.42085823687734,8.32572322169404,2,0.251052631578947,0.615708442594376,0.0934110969071042,0.198713346782543,0.375005263157895,0.431578947368421,0.525789473684211,1640,0.431578947368421,0.209909141274238,0.528157894736842,0.998420899141994,2.03308614285912,0.0102631578947368,0.183421052631579
"B_i15_S_M10",68,70.8,8.0983830153802,0.876518559556787,2.77978813180174,11.762879812059,3,0.289752321981424,0.658794420114874,0.119093867873238,0.216273915000191,0.350667714061273,0.271842105263158,0.430263157894737,1033,0.271842105263158,0.123481440443213,0.400526315789474,0.997947537259597,2.05733734674752,0.0178947368421053,0.261052631578947
"B_i15_S_M11",87,92,7.44577065788849,0.865695567867036,2.86174416766227,15.8684043198133,3,0.214513006654567,0.64079781572497,0.0855835707803275,0.251213041108762,0.34514993880049,0.300526315789474,0.476578947368421,1142,0.300526315789474,0.134304432132964,0.203157894736842,0.99752022225292,2.05733350318493,0.0394736842105263,0.334736842105263
"B_i15_S_M12",71,73,12.0157702824372,0.916776038781163,2.99817070663759,12.3934215721259,5,0.245122312824314,0.703353475541446,0.169236201161087,0.248499528468151,0.354383458646617,0.170789473684211,0.291842105263158,649,0.170789473684211,0.0832239612188366,0.166842105263158,0.997607557827202,2.05771481791846,0.0284210526315789,0.481315789473684
"B_i15_S3",22,22,2.66209661124688,0.624356232686981,1.37780054875874,3.09219439231132,1,0.172894736842105,0.445739768880175,0.121004391420313,0.173162641333611,0.207443609022556,0.525,0.833947368421053,1995,0.525,0.375643767313019,0.863684210526316,0.999502003039094,2.05088470534793,0.00657894736842105,0.0505263157894736
"B_i16_S_M01",40,43.3333333333333,5.36124547227226,0.813476177285319,2.17686041833048,6.23635923240113,2,0.422157894736842,0.590114273293151,0.134031136806807,0.180086116065911,0.292577597840756,0.303157894736842,0.548157894736842,1152,0.303157894736842,0.186523822714681,0.578421052631579,0.998927875243665,2.05286754981481,0.0131578947368421,0.376578947368421
"B_i16_S_M02",54,61.5,7.24622408496348,0.861997091412742,2.4331583891304,8.91472445306465,3,0.559361598440546,0.609969446036287,0.134189334906731,0.175169975774674,0.283396226415094,0.241842105263158,0.427631578947368,919,0.241842105263158,0.138002908587258,0.376842105263158,0.99868244539608,2.05766525831452,0.0176315789473684,0.556578947368421
"B_i16_S_M03",58,67.1666666666667,3.99407195635951,0.749628947368421,2.00645100566685,9.71209336674282,2,0.143729582577133,0.494145835923661,0.0688633095924053,0.204046661612092,0.206749769159741,0.45,0.611578947368421,1710,0.45,0.250371052631579,0.735,0.999004006078188,2.05719347106765,0.0305263157894737,0.0868421052631579
"B_i16_S_M04",40,40,3.97891505677669,0.748675207756233,2.24518203850275,6.23635923240113,2,0.310986842105263,0.608635241793781,0.0994728764194173,0.256859823892451,0.377597840755735,0.483157894736842,0.538157894736842,1836,0.483157894736842,0.251324792243767,0.611052631578947,0.998639007843318,2.00614626817165,0.0110526315789474,0.263947368421053
"B_i16_S_M05",41,41.3333333333333,4.89194692034325,0.795582409972299,2.17040726190707,6.42151063750443,2,0.19007702182285,0.584452711007504,0.119315778544957,0.227361586868655,0.293769736842105,0.358421052631579,0.600789473684211,1362,0.358421052631579,0.204417590027701,0.458421052631579,0.998891114487882,2.04969425897466,0.00815789473684211,0.369736842105263
"B_i16_S_M06",47,48,3.55764393305914,0.718915096952909,1.93414042494897,7.55285083759426,2,0.180078387458007,0.502354877015601,0.0756945517672157,0.2127766614381,0.280858123569794,0.442105263157895,0.727368421052632,1680,0.442105263157895,0.281084903047091,0.512631578947368,0.998952817301346,2.05346167936263,0.0210526315789474,0.417894736842105
"B_i16_S_M07",116,141.071428571429,7.64014696171884,0.869112465373961,2.97731651804121,22.6109665584598,3,0.22834165154265,0.626330078602812,0.0658633358768866,0.241736535792215,0.324485125858124,0.314473684210526,0.443684210526316,1195,0.314473684210526,0.130887534626039,0.378947368421053,0.997072339641756,2.05968874107656,0.0418421052631579,0.486315789473684
"B_i16_S_M08",76,77.875,5.25151253744067,0.809578670360111,2.74744491086884,13.4593938616681,3,0.279359418282549,0.634406391478998,0.0690988491768509,0.253656982723096,0.384266666666667,0.420526315789474,0.471315789473684,1598,0.420526315789474,0.190421329639889,0.495789473684211,0.997536185169835,2.04395526557654,0.03,0.360263157894737
"B_i16_S_M09",68,72.6666666666667,6.20031482484969,0.838717867036011,2.57995563204929,11.762879812059,2,0.221791795665635,0.611435222380194,0.0911811003654367,0.247561610679926,0.324351924587588,0.306052631578947,0.531578947368421,1163,0.306052631578947,0.161282132963989,0.24,0.998052140412273,2.05882181940539,0.0136842105263158,0.613684210526316
"B_i16_S_M10",71,71.3333333333333,3.86089856264415,0.740992936288089,2.25108053614934,12.3934215721259,2,0.193728687916976,0.528090450393333,0.054378852994988,0.29981487591483,0.295778195488722,0.459210526315789,0.668157894736842,1745,0.459210526315789,0.259007063711911,0.488157894736842,0.998258890884253,2.05593137063448,0.0242105263157895,0.440789473684211
"B_i16_S_M11",62,64.1428571428571,4.91185198589849,0.7964108033241,2.27468093459713,10.5227819497235,2,0.183633276740238,0.55115262125691,0.0792234191273951,0.254766937402114,0.27320966350302,0.343684210526316,0.59421052631579,1306,0.343684210526316,0.2035891966759,0.364210526315789,0.998496109039002,2.05655022013131,0.0142105263157895,0.414210526315789
"B_i16_S_M12",68,73.25,7.68956317529967,0.869953601108033,2.69459607430652,11.762879812059,3,0.216122291021672,0.638604373444095,0.113081811401466,0.238039950113174,0.329065200314218,0.235,0.453421052631579,893,0.235,0.130046398891967,0.255263157894737,0.998053982287302,2.05845999744901,0.0276315789473684,0.531052631578947
"B_i16_S1",479,510.896551724138,37.5742247063538,0.973386011080332,5.24626314811418,144.998625834143,54,0.565602681024063,0.850051467226884,0.0784430578420747,0.505866440711648,0.561940101299273,0.151315789473684,0.168421052631579,575,0.151315789473684,0.0266139889196676,0.0242105263157895,0.971477337262669,2.06141707795838,0.276842105263158,0.934473684210526
"B_i16_S2",22,23.5,3.90391819290763,0.743847091412742,1.76864868698605,3.09219439231132,2,0.527344497607656,0.572185181431095,0.177450826950347,0.137118560859896,0.323082706766917,0.398157894736842,0.686052631578947,1513,0.398157894736842,0.256152908587258,0.471052631578947,0.99933400868751,2.00410803872085,0.00552631578947368,0.473947368421053
"B_i16_S3",30,30.5,5.48149047951654,0.817567867036011,2.18062335240987,4.44269110321192,2,0.295894736842105,0.641134020673685,0.182716349317218,0.198472666753654,0.358257713248639,0.331842105263158,0.535,1261,0.331842105263158,0.182432132963989,0.555526315789474,0.998979831468435,2.00121047474261,0.00526315789473684,0.322631578947368
"B_i18_S_M01",41,44.3333333333333,6.01538338487789,0.833759556786704,2.25392889852915,6.42151063750443,3,0.339460847240051,0.606943626794739,0.146716667923851,0.167449325177898,0.282085526315789,0.328157894736842,0.468684210526316,1247,0.328157894736842,0.166240443213296,0.145789473684211,0.99891812865497,2.0505061493261,0.0160526315789474,0.357894736842105
"B_i18_S_M02",33,34,4.5794777238854,0.781634487534626,2.13983127913724,4.96929190936677,2,0.289393939393939,0.611991034345072,0.138772052238952,0.205531169784158,0.350600328947368,0.411578947368421,0.597894736842105,1564,0.411578947368421,0.218365512465374,0.197894736842105,0.998956577796197,2.01803733322577,0.0113157894736842,0.218684210526316
"B_i18_S_M03",42,43.2,7.7947455641744,0.871708448753463,2.5710762669742,6.60765516217891,3,0.496823308270677,0.687882164436738,0.18558918009939,0.171537556913094,0.385699614890886,0.282631578947368,0.424473684210526,1074,0.282631578947368,0.128291551246537,0.0868421052631579,0.99851506500284,1.9951769890092,0.0134210526315789,0.478684210526316
"B_i18_S_M04",27,27,5.2271644587568,0.808691689750692,2.09679736370318,3.92670895468514,2,0.683099415204678,0.636195736910123,0.193598683657659,0.178187431349872,0.346781376518219,0.338157894736842,0.530526315789474,1285,0.338157894736842,0.191308310249307,0.204736842105263,0.999072308943838,1.98893800981007,0.00394736842105263,0.648684210526316
"B_i18_S_M05",54,55.6666666666667,5.60881687368276,0.821709279778393,2.42220485370657,8.91472445306465,2,0.288762183235867,0.607223499876572,0.103866979142273,0.20857845385838,0.330417080436941,0.356578947368421,0.540526315789474,1355,0.356578947368421,0.178290720221607,0.419736842105263,0.998538472164664,2.04379633825325,0.0197368421052632,0.330789473684211
"B_i18_S_M06",50,53,6.72166265259897,0.85122728531856,2.68468891147532,8.13115199001834,3,0.311278947368421,0.686266135896995,0.134433253051979,0.236371337455528,0.400375939849624,0.347631578947368,0.429473684210526,1321,0.347631578947368,0.14877271468144,0.432368421052632,0.998088594188884,2.05018619587934,0.0128947368421053,0.351842105263158
"B_i18_S_M07",66,67.1111111111111,7.85486131056511,0.872690304709141,2.86099972800482,11.3463686344521,4,0.287703349282297,0.68287243321177,0.119013050160077,0.222765903785814,0.392080971659919,0.313947368421053,0.411578947368421,1193,0.313947368421053,0.127309695290859,0.360526315789474,0.997744163558502,2.05094531027212,0.0213157894736842,0.31
"B_i18_S_M08",48,57.1666666666667,4.21280131448737,0.762628254847645,2.14744048042789,7.74470638711891,2,0.170230263157895,0.55472202925579,0.0877666940518202,0.162453448658599,0.310951847704367,0.446315789473684,0.595,1696,0.446315789473684,0.237371745152355,0.191842105263158,0.998875842274102,2.04600363011495,0.0181578947368421,0.523947368421053
"B_i18_S_M09",56,58.5,5.01425799399122,0.800568698060942,2.39217594898119,9.31171557090408,2,0.192528195488722,0.594277502382482,0.0895403213212718,0.211116076390748,0.309971291866029,0.411052631578947,0.506578947368421,1562,0.411052631578947,0.199431301939058,0.0986842105263158,0.998534404690642,2.04615058929633,0.0215789473684211,0.664473684210526
"B_i18_S_M10",74,76.1428571428571,9.84453273920715,0.898420775623269,3.0055626962836,13.0307728144696,4,0.236657183499289,0.698307909197094,0.133034226205502,0.232959472124767,0.384383561643836,0.258421052631579,0.366052631578947,982,0.258421052631579,0.101579224376731,0.30078947368421,0.997501726757839,2.04726339710216,0.0313157894736842,0.396315789473684
"B_i18_S_M11",69,70.6666666666667,13.7482957445026,0.927263711911357,3.14381886361959,11.9722955839101,5,0.272456140350877,0.742498768088646,0.199250662963806,0.230812457193136,0.39547213622291,0.176842105263158,0.287105263157895,672,0.176842105263158,0.0727362880886427,0.276052631578947,0.997351537198201,2.04294812685667,0.0265789473684211,0.378684210526316
"B_i18_S_M12",74,74.6,14.7529996403701,0.932217174515235,3.25573594130706,13.0307728144696,5,0.306290896159317,0.756432784078393,0.199364860005001,0.282501740632761,0.421463590483057,0.156578947368421,0.270263157894737,595,0.156578947368421,0.0677828254847645,0.14,0.996926217556139,2.05044363593763,0.0178947368421053,0.484736842105263
"B_i18_S1",366,431.4,7.85921340376872,0.8727608033241,3.36134697069774,99.8675918983765,3,0.241381219442048,0.569465657247725,0.0214732606660348,0.520693574684174,0.308808940158616,0.251315789473684,0.461578947368421,955,0.251315789473684,0.1272391966759,0.214736842105263,0.989799389111447,2.06137514203371,0.225526315789474,0.661578947368421
"B_i18_S2",42,51,6.08340670775634,0.835618421052632,2.2120688749068,6.60765516217891,3,0.511065162907268,0.591831033991376,0.144843016851342,0.154874333648092,0.276688061617458,0.271842105263158,0.459210526315789,1033,0.271842105263158,0.164381578947368,0.185526315789474,0.998943300947031,2.04443003756034,0.0123684210526316,0.740526315789474
"B_i18_S3",31,31,9.57135698510209,0.895521606648199,2.5718392720763,4.61707414860265,4,0.517538200339559,0.748936766193307,0.308753451132325,0.216168690269245,0.413508771929825,0.178947368421053,0.338157894736842,680,0.178947368421053,0.104478393351801,0.221842105263158,0.998576614326717,2.00131547351884,0.00842105263157895,0.609736842105263
"B_i19_S_M01",38,43,5.6527961767681,0.823096398891967,2.17083481558728,5.86908899518849,3,0.204328254847645,0.596778940832172,0.148757794125476,0.186942397200873,0.280810810810811,0.290526315789474,0.496578947368421,1104,0.290526315789474,0.176903601108033,0.230526315789474,0.998923884514435,2.05334185888451,0.00789473684210526,0.115526315789474
"B_i19_S_M02",41,41.1666666666667,5.59505589243854,0.821270775623269,2.11791094784065,6.42151063750443,3,0.38206675224647,0.570316371891561,0.136464777864355,0.196289722918688,0.255822368421053,0.262368421052632,0.480789473684211,997,0.262368421052632,0.178729224376731,0.285,0.998996868812451,2.05334343143333,0.0186842105263158,0.320789473684211
"B_i19_S_M03",38,41,6.26758961698256,0.840449030470914,2.31593627190411,5.86908899518849,2,0.236828254847645,0.636668430715141,0.164936568867962,0.186741267683167,0.318108108108108,0.303157894736842,0.501052631578947,1152,0.303157894736842,0.159550969529086,0.249210526315789,0.998839541987076,2.03974245327739,0.0105263157894737,0.277105263157895
"B_i19_S_M04",40,41.5,5.64993857061249,0.823006925207756,2.26208201309387,6.23635923240113,2,0.327368421052632,0.613216571924338,0.141248464265312,0.18651345865332,0.307422402159244,0.343947368421053,0.524210526315789,1307,0.343947368421053,0.176993074792244,0.193947368421053,0.998878528341852,2.04010405080797,0.0123684210526316,0.302368421052632
"B_i19_S_M05",45,50,9.44487177474635,0.89412243767313,2.67313524085459,7.17192395821109,4,0.394491228070175,0.702225439748897,0.209886039438808,0.199410791265813,0.357954545454546,0.192894736842105,0.359473684210526,733,0.192894736842105,0.10587756232687,0.15,0.998374775521481,2.03572753854676,0.0121052631578947,0.435263157894737
"B_i19_S_M06",66,77.25,8.10153626222945,0.876566620498615,2.79375703662605,11.3463686344521,3,0.225925039872408,0.666822735678401,0.122750549427719,0.221224884514151,0.35868016194332,0.272894736842105,0.434736842105263,1037,0.272894736842105,0.123433379501385,0.469473684210526,0.997900415956777,2.0456241286447,0.0176315789473684,0.278157894736842
"B_i19_S_M07",41,41.2,5.12605334361384,0.804918144044321,2.1371444101239,6.42151063750443,2,0.171899871630295,0.575495606853957,0.125025691307655,0.194009654385571,0.276052631578947,0.296315789473684,0.587894736842105,1126,0.296315789473684,0.195081855955679,0.361842105263158,0.998973691885006,2.04969425897466,0.0139473684210526,0.361315789473684
"B_i19_S_M08",53,53.75,7.04539400048596,0.858063296398892,2.49379059771423,8.71751792574947,3,0.202979145978153,0.628112655697173,0.13293196227332,0.227396151508044,0.300374493927126,0.240263157894737,0.475263157894737,913,0.240263157894737,0.141936703601108,0.325263157894737,0.998519592945619,2.05287067677707,0.0236842105263158,0.521315789473684
"B_i19_S_M09",60,86,4.41211339009193,0.773351246537396,2.30806020158656,10.1158002224263,2,0.164864035087719,0.563719092643713,0.0735352231681989,0.196423034410287,0.298126672613738,0.444736842105263,0.556842105263158,1690,0.444736842105263,0.226648753462604,0.55,0.998565256097374,2.05618806193833,0.0160526315789474,0.250263157894737
"B_i19_S_M10",45,63,5.47611481031178,0.817388781163435,2.37468319027907,7.17192395821109,2,0.233789473684211,0.623822888596134,0.121691440229151,0.169659445863503,0.345454545454545,0.378421052631579,0.518157894736842,1438,0.378421052631579,0.182611218836565,0.495,0.998674463937622,2.03218734327654,0.0144736842105263,0.168421052631579
"B_i19_S_M11",41,41.5,6.42213912381386,0.84428864265928,2.44374920144093,6.42151063750443,3,0.310192554557124,0.658058914044366,0.156637539605216,0.201756371450412,0.357526315789474,0.339210526315789,0.447368421052632,1289,0.339210526315789,0.15571135734072,0.454210526315789,0.99865512424982,2.01850218002184,0.015,0.277894736842105
"B_i19_S_M12",50,50,8.64983503015462,0.884390858725762,2.67972162678084,8.13115199001834,4,0.335463157894737,0.684996387562799,0.172996700603092,0.235059670141309,0.347744360902256,0.249473684210526,0.387894736842105,948,0.249473684210526,0.115609141274238,0.311842105263158,0.998307316848551,2.04625687468373,0.0128947368421053,0.317368421052632
"B_i19_S1",20,26,1.9740254343061,0.493420914127424,0.986001474587818,2.76803298902857,1,0.135618421052632,0.329135378115106,0.0987012717153051,0.143623924585929,0.128531855955679,0.658157894736842,0.927894736842105,2501,0.658157894736842,0.506579085872576,0.280263157894737,0.99966339733849,2.05345763157611,0.00631578947368421,0.0581578947368422
"B_i19_S3",22,22.5,3.15758307570458,0.683302077562327,1.50064074735068,3.09219439231132,2,0.176375598086124,0.485480471392516,0.143526503441117,0.16883765110078,0.212406015037594,0.391315789473684,0.778947368421053,1487,0.391315789473684,0.316697922437673,0.118947368421053,0.999439993246458,2.04610407015994,0.00315789473684211,0.0607894736842105
"B_i20_S_M01",35,37.5,4.35848476854454,0.770562465373961,1.8328946980193,5.32598103306538,2,0.182436090225564,0.515531719066477,0.12452813624413,0.166011445862466,0.218150154798762,0.326578947368421,0.576052631578947,1241,0.326578947368421,0.229437534626039,0.825526315789474,0.999246903347608,2.0466213473304,0.0144736842105263,0.122368421052632
"B_i20_S_M02",37,40.75,3.56545322737715,0.719530747922438,1.70433796457242,5.68699828765828,2,0.170938833570413,0.471995765565425,0.096363600739923,0.175029743746087,0.198552631578947,0.418684210526316,0.71,1591,0.418684210526316,0.280469252077562,0.740526315789474,0.999312366655922,2.05540097480393,0.0105263157894737,0.0881578947368421
"B_i20_S_M03",47,49,4.38724951053608,0.77206675900277,2.0799237748837,7.55285083759426,2,0.177368421052632,0.540219230545834,0.0933457342667252,0.206036020420955,0.250703661327231,0.416052631578947,0.563157894736842,1581,0.416052631578947,0.22793324099723,0.524473684210526,0.998947214931467,2.05640298922002,0.0189473684210526,0.282105263157895
"B_i20_S_M04",52,65.75,5.16230147125592,0.806287950138504,2.18833555432569,8.52118140582265,2,0.26879048582996,0.553834617701421,0.0992750282933831,0.181316022530033,0.254241486068111,0.306315789473684,0.587894736842105,1164,0.306315789473684,0.193712049861496,0.600789473684211,0.998882595815874,2.05116745469678,0.0163157894736842,0.221578947368421
"B_i20_S_M05",49,49.75,6.45391395913653,0.845055263157895,2.30649717972834,7.93747663137144,3,0.174726100966702,0.592652538671449,0.131712529778297,0.199765226772453,0.257976973684211,0.26,0.455789473684211,988,0.26,0.154944736842105,0.428684210526316,0.998791806725913,2.05369177373252,0.0136842105263158,0.142631578947368
"B_i20_S_M07",60,62.5,6.80755091284355,0.853104293628809,2.58572953323648,10.1158002224263,2,0.255105263157895,0.63153686602115,0.113459181880726,0.226070956803811,0.334701159678858,0.253684210526316,0.503157894736842,964,0.253684210526316,0.146895706371191,0.328421052631579,0.998261039738454,2.05217213284197,0.0239473684210526,0.232894736842105
